table,slot,entry_kind,target
v30ope0x0f_table,0x21,handler,v30_reserved_0x0f
v30ope0x0f_table,0x22,handler,v30_sub4s
v30ope0x0f_table,0x23,handler,v30_reserved_0x0f
v30ope0x0f_table,0x24,handler,v30_reserved_0x0f
v30ope0x0f_table,0x25,handler,v30_reserved_0x0f
v30ope0x0f_table,0x26,handler,v30_reserved_0x0f
v30ope0x0f_table,0x27,handler,v30_reserved_0x0f
v30ope0x0f_table,0x28,handler,v30_reserved_0x0f
v30ope0x0f_table,0x29,handler,v30_reserved_0x0f
v30ope0x0f_table,0x2a,handler,v30_ror4_ea8
v30ope0x0f_table,0x2b,handler,v30_reserved_0x0f
v30ope0x0f_table,0x2c,handler,v30_reserved_0x0f
v30ope0x0f_table,0x2d,handler,v30_reserved_0x0f
v30ope0x0f_table,0x2e,handler,v30_reserved_0x0f
v30ope0x0f_table,0x2f,handler,v30_reserved_0x0f
v30ope0x0f_table,0x30,handler,v30_reserved_0x0f
v30ope0x0f_table,0x31,handler,v30_reserved_0x0f
v30ope0x0f_table,0x32,handler,v30_reserved_0x0f
v30ope0x0f_table,0x33,handler,v30_reserved_0x0f
v30ope0x0f_table,0x34,handler,v30_reserved_0x0f
v30ope0x0f_table,0x35,handler,v30_reserved_0x0f
v30ope0x0f_table,0x36,handler,v30_reserved_0x0f
v30ope0x0f_table,0x37,handler,v30_reserved_0x0f
v30ope0x0f_table,0x38,handler,v30_reserved_0x0f
v30ope0x0f_table,0x39,handler,v30_reserved_0x0f
v30ope0x0f_table,0x3a,handler,v30_reserved_0x0f
v30ope0x0f_table,0x3b,handler,v30_reserved_0x0f
v30ope0x0f_table,0x3c,handler,v30_reserved_0x0f
v30ope0x0f_table,0x3d,handler,v30_reserved_0x0f
v30ope0x0f_table,0x3e,handler,v30_reserved_0x0f
v30ope0x0f_table,0x3f,handler,v30_reserved_0x0f
v30ope0xf6_table,0x00,handler,_test_ea8_data8
v30ope0xf6_table,0x01,handler,_test_ea8_data8
v30ope0xf6_table,0x02,handler,_not_ea8
v30ope0xf6_table,0x03,handler,_neg_ea8
v30ope0xf6_table,0x04,handler,_mul_ea8
v30ope0xf6_table,0x05,handler,_imul_ea8
v30ope0xf6_table,0x06,handler,v30_div_ea8
v30ope0xf6_table,0x07,handler,v30_idiv_ea8
v30ope0xf7_table,0x00,handler,_test_ea16_data16
v30ope0xf7_table,0x01,handler,_test_ea16_data16
v30ope0xf7_table,0x02,handler,_not_ea16
v30ope0xf7_table,0x03,handler,_neg_ea16
v30ope0xf7_table,0x04,handler,_mul_ea16
v30ope0xf7_table,0x05,handler,_imul_ea16
v30ope0xf7_table,0x06,handler,v30_div_ea16
v30ope0xf7_table,0x07,handler,v30_idiv_ea16
