table,slot,entry_kind,target
v30op_repc,0xc8,handler,v30_reserved_repc
v30op_repc,0xc9,handler,v30_reserved_repc
v30op_repc,0xca,handler,v30_reserved_repc
v30op_repc,0xcb,handler,v30_reserved_repc
v30op_repc,0xcc,handler,v30_reserved_repc
v30op_repc,0xcd,handler,v30_reserved_repc
v30op_repc,0xce,handler,v30_reserved_repc
v30op_repc,0xcf,handler,v30_reserved_repc
v30op_repc,0xd0,handler,v30_reserved_repc
v30op_repc,0xd1,handler,v30_reserved_repc
v30op_repc,0xd2,handler,v30_reserved_repc
v30op_repc,0xd3,handler,v30_reserved_repc
v30op_repc,0xd4,handler,v30_reserved_repc
v30op_repc,0xd5,handler,v30_reserved_repc
v30op_repc,0xd6,handler,v30_reserved_repc
v30op_repc,0xd7,handler,v30_reserved_repc
v30op_repc,0xd8,handler,v30_reserved_repc
v30op_repc,0xd9,handler,v30_reserved_repc
v30op_repc,0xda,handler,v30_reserved_repc
v30op_repc,0xdb,handler,v30_reserved_repc
v30op_repc,0xdc,handler,v30_reserved_repc
v30op_repc,0xdd,handler,v30_reserved_repc
v30op_repc,0xde,handler,v30_reserved_repc
v30op_repc,0xdf,handler,v30_reserved_repc
v30op_repc,0xe0,handler,v30_reserved_repc
v30op_repc,0xe1,handler,v30_reserved_repc
v30op_repc,0xe2,handler,v30_reserved_repc
v30op_repc,0xe3,handler,v30_reserved_repc
v30op_repc,0xe4,handler,v30_reserved_repc
v30op_repc,0xe5,handler,v30_reserved_repc
v30op_repc,0xe6,handler,v30_reserved_repc
v30op_repc,0xe7,handler,v30_reserved_repc
v30op_repc,0xe8,handler,v30_reserved_repc
v30op_repc,0xe9,handler,v30_reserved_repc
v30op_repc,0xea,handler,v30_reserved_repc
v30op_repc,0xeb,handler,v30_reserved_repc
v30op_repc,0xec,handler,v30_reserved_repc
v30op_repc,0xed,handler,v30_reserved_repc
v30op_repc,0xee,handler,v30_reserved_repc
v30op_repc,0xef,handler,v30_reserved_repc
v30op_repc,0xf0,handler,v30_reserved_repc
v30op_repc,0xf1,handler,v30_reserved_repc
v30op_repc,0xf2,handler,v30_reserved_repc
v30op_repc,0xf3,handler,v30_reserved_repc
v30op_repc,0xf4,handler,v30_reserved_repc
v30op_repc,0xf5,handler,v30_reserved_repc
v30op_repc,0xf6,handler,v30_reserved_repc
v30op_repc,0xf7,handler,v30_reserved_repc
v30op_repc,0xf8,handler,v30_reserved_repc
v30op_repc,0xf9,handler,v30_reserved_repc
v30op_repc,0xfa,handler,v30_reserved_repc
v30op_repc,0xfb,handler,v30_reserved_repc
v30op_repc,0xfc,handler,v30_reserved_repc
v30op_repc,0xfd,handler,v30_reserved_repc
v30op_repc,0xfe,handler,v30_reserved_repc
v30op_repc,0xff,handler,v30_reserved_repc
v30op_repe,0x00,handler,_add_ea_r8
v30op_repe,0x01,handler,_add_ea_r16
v30op_repe,0x02,handler,_add_r8_ea
v30op_repe,0x03,handler,_add_r16_ea
v30op_repe,0x04,handler,_add_al_data8
v30op_repe,0x05,handler,_add_ax_data16
v30op_repe,0x06,handler,_push_es
v30op_repe,0x07,handler,_pop_es
v30op_repe,0x08,handler,_or_ea_r8
v30op_repe,0x09,handler,_or_ea_r16
v30op_repe,0x0a,handler,_or_r8_ea
v30op_repe,0x0b,handler,_or_r16_ea
v30op_repe,0x0c,handler,_or_al_data8
v30op_repe,0x0d,handler,_or_ax_data16
v30op_repe,0x0e,handler,_push_cs
v30op_repe,0x0f,handler,v30_repe_0f_diagnostic_stop
v30op_repe,0x10,handler,_adc_ea_r8
v30op_repe,0x11,handler,_adc_ea_r16
v30op_repe,0x12,handler,_adc_r8_ea
v30op_repe,0x13,handler,_adc_r16_ea
v30op_repe,0x14,handler,_adc_al_data8
v30op_repe,0x15,handler,_adc_ax_data16
v30op_repe,0x16,handler,_push_ss
v30op_repe,0x17,handler,_pop_ss
v30op_repe,0x18,handler,_sbb_ea_r8
v30op_repe,0x19,handler,_sbb_ea_r16
v30op_repe,0x1a,handler,_sbb_r8_ea
v30op_repe,0x1b,handler,_sbb_r16_ea
v30op_repe,0x1c,handler,_sbb_al_data8
v30op_repe,0x1d,handler,_sbb_ax_data16
v30op_repe,0x1e,handler,_push_ds
v30op_repe,0x1f,handler,_pop_ds
v30op_repe,0x20,handler,_and_ea_r8
v30op_repe,0x21,handler,_and_ea_r16
v30op_repe,0x22,handler,_and_r8_ea
v30op_repe,0x23,handler,_and_r16_ea
v30op_repe,0x24,handler,_and_al_data8
v30op_repe,0x25,handler,_and_ax_data16
v30op_repe,0x26,handler,v30repe_segprefix_es
v30op_repe,0x27,handler,_daa
v30op_repe,0x28,handler,_sub_ea_r8
v30op_repe,0x29,handler,_sub_ea_r16
v30op_repe,0x2a,handler,_sub_r8_ea
v30op_repe,0x2b,handler,_sub_r16_ea
v30op_repe,0x2c,handler,_sub_al_data8
v30op_repe,0x2d,handler,_sub_ax_data16
v30op_repe,0x2e,handler,v30repe_segprefix_cs
v30op_repe,0x2f,handler,_das
v30op_repe,0x30,handler,_xor_ea_r8
v30op_repe,0x31,handler,_xor_ea_r16
v30op_repe,0x32,handler,_xor_r8_ea
v30op_repe,0x33,handler,_xor_r16_ea
v30op_repe,0x34,handler,_xor_al_data8
v30op_repe,0x35,handler,_xor_ax_data16
v30op_repe,0x36,handler,v30repe_segprefix_ss
v30op_repe,0x37,handler,_aaa
v30op_repe,0x38,handler,_cmp_ea_r8
v30op_repe,0x39,handler,_cmp_ea_r16
v30op_repe,0x3a,handler,_cmp_r8_ea
v30op_repe,0x3b,handler,_cmp_r16_ea
v30op_repe,0x3c,handler,_cmp_al_data8
v30op_repe,0x3d,handler,_cmp_ax_data16
v30op_repe,0x3e,handler,v30repe_segprefix_ds
v30op_repe,0x3f,handler,_aas
v30op_repe,0x40,handler,_inc_ax
v30op_repe,0x41,handler,_inc_cx
v30op_repe,0x42,handler,_inc_dx
v30op_repe,0x43,handler,_inc_bx
v30op_repe,0x44,handler,_inc_sp
v30op_repe,0x45,handler,_inc_bp
v30op_repe,0x46,handler,_inc_si
v30op_repe,0x47,handler,_inc_di
v30op_repe,0x48,handler,_dec_ax
v30op_repe,0x49,handler,_dec_cx
v30op_repe,0x4a,handler,_dec_dx
v30op_repe,0x4b,handler,_dec_bx
v30op_repe,0x4c,handler,_dec_sp
v30op_repe,0x4d,handler,_dec_bp
v30op_repe,0x4e,handler,_dec_si
v30op_repe,0x4f,handler,_dec_di
v30op_repe,0x50,handler,_push_ax
v30op_repe,0x51,handler,_push_cx
v30op_repe,0x52,handler,_push_dx
v30op_repe,0x53,handler,_push_bx
v30op_repe,0x54,handler,v30push_sp
v30op_repe,0x55,handler,_push_bp
v30op_repe,0x56,handler,_push_si
v30op_repe,0x57,handler,_push_di
v30op_repe,0x58,handler,_pop_ax
v30op_repe,0x59,handler,_pop_cx
v30op_repe,0x5a,handler,_pop_dx
v30op_repe,0x5b,handler,_pop_bx
v30op_repe,0x5c,handler,_pop_sp
v30op_repe,0x5d,handler,_pop_bp
v30op_repe,0x5e,handler,_pop_si
v30op_repe,0x5f,handler,_pop_di
v30op_repe,0x60,handler,_pusha
v30op_repe,0x61,handler,_popa
v30op_repe,0x62,handler,_bound
v30op_repe,0x63,handler,v30_reserved
v30op_repe,0x64,handler,v30_reserved
v30op_repe,0x65,handler,v30_reserved
v30op_repe,0x66,handler,v30_reserved
v30op_repe,0x67,handler,v30_reserved
v30op_repe,0x68,handler,_push_data16
v30op_repe,0x69,handler,_imul_reg_ea_data16
v30op_repe,0x6a,handler,_push_data8
v30op_repe,0x6b,handler,_imul_reg_ea_data8
v30op_repe,0x6c,handler,i286c_rep_insb
v30op_repe,0x6d,handler,i286c_rep_insw
v30op_repe,0x6e,handler,i286c_rep_outsb
v30op_repe,0x6f,handler,i286c_rep_outsb
v30op_repe,0x70,handler,_jo_short
v30op_repe,0x71,handler,_jno_short
v30op_repe,0x72,handler,_jc_short
v30op_repe,0x73,handler,_jnc_short
v30op_repe,0x74,handler,_jz_short
v30op_repe,0x75,handler,_jnz_short
v30op_repe,0x76,handler,_jna_short
v30op_repe,0x77,handler,_ja_short
v30op_repe,0x78,handler,_js_short
v30op_repe,0x79,handler,_jns_short
v30op_repe,0x7a,handler,_jp_short
v30op_repe,0x7b,handler,_jnp_short
v30op_repe,0x7c,handler,_jl_short
v30op_repe,0x7d,handler,_jnl_short
v30op_repe,0x7e,handler,_jle_short
v30op_repe,0x7f,handler,_jnle_short
v30op_repe,0x80,handler,_calc_ea8_i8
v30op_repe,0x81,handler,_calc_ea16_i16
v30op_repe,0x82,handler,_calc_ea8_i8
v30op_repe,0x83,handler,_calc_ea16_i8
v30op_repe,0x84,handler,_test_ea_r8
v30op_repe,0x85,handler,_test_ea_r16
v30op_repe,0x86,handler,_xchg_ea_r8
v30op_repe,0x87,handler,_xchg_ea_r16
v30op_repe,0x88,handler,_mov_ea_r8
v30op_repe,0x89,handler,_mov_ea_r16
v30op_repe,0x8a,handler,_mov_r8_ea
v30op_repe,0x8b,handler,_mov_r16_ea
v30op_repe,0x8c,handler,_mov_ea_seg
v30op_repe,0x8d,handler,_lea_r16_ea
v30op_repe,0x8e,handler,v30mov_seg_ea
v30op_repe,0x8f,handler,_pop_ea
v30op_repe,0x90,handler,_nop
v30op_repe,0x91,handler,_xchg_ax_cx
v30op_repe,0x92,handler,_xchg_ax_dx
v30op_repe,0x93,handler,_xchg_ax_bx
v30op_repe,0x94,handler,_xchg_ax_sp
v30op_repe,0x95,handler,_xchg_ax_bp
v30op_repe,0x96,handler,_xchg_ax_si
v30op_repe,0x97,handler,_xchg_ax_di
v30op_repe,0x98,handler,_cbw
v30op_repe,0x99,handler,_cwd
v30op_repe,0x9a,handler,_call_far
v30op_repe,0x9b,handler,_wait
v30op_repe,0x9c,handler,v30_pushf
v30op_repe,0x9d,handler,v30_popf
v30op_repe,0x9e,handler,_sahf
v30op_repe,0x9f,handler,_lahf
v30op_repe,0xa0,handler,_mov_al_m8
v30op_repe,0xa1,handler,_mov_ax_m16
v30op_repe,0xa2,handler,_mov_m8_al
v30op_repe,0xa3,handler,_mov_m16_ax
v30op_repe,0xa4,handler,i286c_rep_movsb
v30op_repe,0xa5,handler,i286c_rep_movsw
v30op_repe,0xa6,handler,i286c_repe_cmpsb
v30op_repe,0xa7,handler,i286c_repe_cmpsw
v30op_repe,0xa8,handler,_test_al_data8
v30op_repe,0xa9,handler,_test_ax_data16
v30op_repe,0xaa,handler,i286c_rep_stosb
v30op_repe,0xab,handler,i286c_rep_stosw
v30op_repe,0xac,handler,i286c_rep_lodsb
v30op_repe,0xad,handler,i286c_rep_lodsw
v30op_repe,0xae,handler,i286c_repe_scasb
v30op_repe,0xaf,handler,i286c_repe_scasw
v30op_repe,0xb0,handler,_mov_al_imm
v30op_repe,0xb1,handler,_mov_cl_imm
v30op_repe,0xb2,handler,_mov_dl_imm
v30op_repe,0xb3,handler,_mov_bl_imm
v30op_repe,0xb4,handler,_mov_ah_imm
v30op_repe,0xb5,handler,_mov_ch_imm
v30op_repe,0xb6,handler,_mov_dh_imm
v30op_repe,0xb7,handler,_mov_bh_imm
v30op_repe,0xb8,handler,_mov_ax_imm
v30op_repe,0xb9,handler,_mov_cx_imm
v30op_repe,0xba,handler,_mov_dx_imm
v30op_repe,0xbb,handler,_mov_bx_imm
v30op_repe,0xbc,handler,_mov_sp_imm
v30op_repe,0xbd,handler,_mov_bp_imm
v30op_repe,0xbe,handler,_mov_si_imm
v30op_repe,0xbf,handler,_mov_di_imm
v30op_repe,0xc0,handler,v30shift_ea8_data8
v30op_repe,0xc1,handler,v30shift_ea16_data8
v30op_repe,0xc2,handler,_ret_near_data16
v30op_repe,0xc3,handler,_ret_near
v30op_repe,0xc4,handler,_les_r16_ea
v30op_repe,0xc5,handler,_lds_r16_ea
v30op_repe,0xc6,handler,_mov_ea8_data8
v30op_repe,0xc7,handler,_mov_ea16_data16
v30op_repe,0xc8,handler,_enter
v30op_repe,0xc9,handler,fleave
v30op_repe,0xca,handler,_ret_far_data16
v30op_repe,0xcb,handler,_ret_far
v30op_repe,0xcc,handler,_int_03
v30op_repe,0xcd,handler,_int_data8
v30op_repe,0xce,handler,_into
v30op_repe,0xcf,handler,v30_iret
v30op_repe,0xd0,handler,_shift_ea8_1
v30op_repe,0xd1,handler,_shift_ea16_1
v30op_repe,0xd2,handler,v30shift_ea8_cl
v30op_repe,0xd3,handler,v30shift_ea16_cl
v30op_repe,0xd4,handler,v30_aam
v30op_repe,0xd5,handler,v30_aad
v30op_repe,0xd6,handler,v30_xlat
v30op_repe,0xd7,handler,_xlat
v30op_repe,0xd8,handler,_esc
v30op_repe,0xd9,handler,_esc
v30op_repe,0xda,handler,_esc
v30op_repe,0xdb,handler,_esc
v30op_repe,0xdc,handler,_esc
v30op_repe,0xdd,handler,_esc
v30op_repe,0xde,handler,_esc
v30op_repe,0xdf,handler,_esc
v30op_repe,0xe0,handler,_loopnz
v30op_repe,0xe1,handler,_loopz
v30op_repe,0xe2,handler,_loop
v30op_repe,0xe3,handler,_jcxz
v30op_repe,0xe4,handler,_in_al_data8
v30op_repe,0xe5,handler,_in_ax_data8
v30op_repe,0xe6,handler,_out_data8_al
v30op_repe,0xe7,handler,_out_data8_ax
v30op_repe,0xe8,handler,_call_near
v30op_repe,0xe9,handler,_jmp_near
v30op_repe,0xea,handler,_jmp_far
v30op_repe,0xeb,handler,_jmp_short
v30op_repe,0xec,handler,_in_al_dx
v30op_repe,0xed,handler,_in_ax_dx
v30op_repe,0xee,handler,_out_dx_al
v30op_repe,0xef,handler,_out_dx_ax
v30op_repe,0xf0,handler,_lock
v30op_repe,0xf1,handler,_lock
v30op_repe,0xf2,handler,v30_repne
v30op_repe,0xf3,handler,v30_repe
v30op_repe,0xf4,handler,_hlt
v30op_repe,0xf5,handler,_cmc
v30op_repe,0xf6,handler,v30_ope0xf6
v30op_repe,0xf7,handler,v30_ope0xf7
v30op_repe,0xf8,handler,_clc
v30op_repe,0xf9,handler,_stc
v30op_repe,0xfa,handler,_cli
v30op_repe,0xfb,handler,_sti
v30op_repe,0xfc,handler,_cld
v30op_repe,0xfd,handler,_std
v30op_repe,0xfe,handler,_ope0xfe
v30op_repe,0xff,handler,_ope0xff
v30op_repne,0x00,handler,_add_ea_r8
v30op_repne,0x01,handler,_add_ea_r16
v30op_repne,0x02,handler,_add_r8_ea
v30op_repne,0x03,handler,_add_r16_ea
v30op_repne,0x04,handler,_add_al_data8
v30op_repne,0x05,handler,_add_ax_data16
v30op_repne,0x06,handler,_push_es
v30op_repne,0x07,handler,_pop_es
v30op_repne,0x08,handler,_or_ea_r8
v30op_repne,0x09,handler,_or_ea_r16
v30op_repne,0x0a,handler,_or_r8_ea
v30op_repne,0x0b,handler,_or_r16_ea
v30op_repne,0x0c,handler,_or_al_data8
v30op_repne,0x0d,handler,_or_ax_data16
v30op_repne,0x0e,handler,_push_cs
v30op_repne,0x0f,handler,v30_repne_0f_diagnostic_stop
v30op_repne,0x10,handler,_adc_ea_r8
v30op_repne,0x11,handler,_adc_ea_r16
v30op_repne,0x12,handler,_adc_r8_ea
v30op_repne,0x13,handler,_adc_r16_ea
v30op_repne,0x14,handler,_adc_al_data8
v30op_repne,0x15,handler,_adc_ax_data16
v30op_repne,0x16,handler,_push_ss
v30op_repne,0x17,handler,_pop_ss
v30op_repne,0x18,handler,_sbb_ea_r8
v30op_repne,0x19,handler,_sbb_ea_r16
v30op_repne,0x1a,handler,_sbb_r8_ea
v30op_repne,0x1b,handler,_sbb_r16_ea
v30op_repne,0x1c,handler,_sbb_al_data8
v30op_repne,0x1d,handler,_sbb_ax_data16
v30op_repne,0x1e,handler,_push_ds
v30op_repne,0x1f,handler,_pop_ds
v30op_repne,0x20,handler,_and_ea_r8
v30op_repne,0x21,handler,_and_ea_r16
v30op_repne,0x22,handler,_and_r8_ea
v30op_repne,0x23,handler,_and_r16_ea
v30op_repne,0x24,handler,_and_al_data8
v30op_repne,0x25,handler,_and_ax_data16
v30op_repne,0x26,handler,v30repne_segprefix_es
v30op_repne,0x27,handler,_daa
v30op_repne,0x28,handler,_sub_ea_r8
v30op_repne,0x29,handler,_sub_ea_r16
v30op_repne,0x2a,handler,_sub_r8_ea
v30op_repne,0x2b,handler,_sub_r16_ea
v30op_repne,0x2c,handler,_sub_al_data8
v30op_repne,0x2d,handler,_sub_ax_data16
v30op_repne,0x2e,handler,v30repne_segprefix_cs
v30op_repne,0x2f,handler,_das
v30op_repne,0x30,handler,_xor_ea_r8
v30op_repne,0x31,handler,_xor_ea_r16
v30op_repne,0x32,handler,_xor_r8_ea
v30op_repne,0x33,handler,_xor_r16_ea
v30op_repne,0x34,handler,_xor_al_data8
v30op_repne,0x35,handler,_xor_ax_data16
v30op_repne,0x36,handler,v30repne_segprefix_ss
v30op_repne,0x37,handler,_aaa
v30op_repne,0x38,handler,_cmp_ea_r8
v30op_repne,0x39,handler,_cmp_ea_r16
v30op_repne,0x3a,handler,_cmp_r8_ea
v30op_repne,0x3b,handler,_cmp_r16_ea
v30op_repne,0x3c,handler,_cmp_al_data8
v30op_repne,0x3d,handler,_cmp_ax_data16
v30op_repne,0x3e,handler,v30repne_segprefix_ds
v30op_repne,0x3f,handler,_aas
v30op_repne,0x40,handler,_inc_ax
v30op_repne,0x41,handler,_inc_cx
v30op_repne,0x42,handler,_inc_dx
v30op_repne,0x43,handler,_inc_bx
v30op_repne,0x44,handler,_inc_sp
v30op_repne,0x45,handler,_inc_bp
v30op_repne,0x46,handler,_inc_si
v30op_repne,0x47,handler,_inc_di
v30op_repne,0x48,handler,_dec_ax
v30op_repne,0x49,handler,_dec_cx
v30op_repne,0x4a,handler,_dec_dx
v30op_repne,0x4b,handler,_dec_bx
v30op_repne,0x4c,handler,_dec_sp
v30op_repne,0x4d,handler,_dec_bp
v30op_repne,0x4e,handler,_dec_si
v30op_repne,0x4f,handler,_dec_di
v30op_repne,0x50,handler,_push_ax
v30op_repne,0x51,handler,_push_cx
v30op_repne,0x52,handler,_push_dx
v30op_repne,0x53,handler,_push_bx
v30op_repne,0x54,handler,v30push_sp
v30op_repne,0x55,handler,_push_bp
v30op_repne,0x56,handler,_push_si
v30op_repne,0x57,handler,_push_di
v30op_repne,0x58,handler,_pop_ax
v30op_repne,0x59,handler,_pop_cx
v30op_repne,0x5a,handler,_pop_dx
v30op_repne,0x5b,handler,_pop_bx
v30op_repne,0x5c,handler,_pop_sp
v30op_repne,0x5d,handler,_pop_bp
v30op_repne,0x5e,handler,_pop_si
v30op_repne,0x5f,handler,_pop_di
v30op_repne,0x60,handler,_pusha
v30op_repne,0x61,handler,_popa
v30op_repne,0x62,handler,_bound
v30op_repne,0x63,handler,v30_reserved
v30op_repne,0x64,handler,v30_reserved
v30op_repne,0x65,handler,v30_reserved
v30op_repne,0x66,handler,v30_reserved
v30op_repne,0x67,handler,v30_reserved
v30op_repne,0x68,handler,_push_data16
v30op_repne,0x69,handler,_imul_reg_ea_data16
v30op_repne,0x6a,handler,_push_data8
v30op_repne,0x6b,handler,_imul_reg_ea_data8
v30op_repne,0x6c,handler,i286c_rep_insb
v30op_repne,0x6d,handler,i286c_rep_insw
v30op_repne,0x6e,handler,i286c_rep_outsb
v30op_repne,0x6f,handler,i286c_rep_outsb
v30op_repne,0x70,handler,_jo_short
v30op_repne,0x71,handler,_jno_short
v30op_repne,0x72,handler,_jc_short
v30op_repne,0x73,handler,_jnc_short
v30op_repne,0x74,handler,_jz_short
v30op_repne,0x75,handler,_jnz_short
v30op_repne,0x76,handler,_jna_short
v30op_repne,0x77,handler,_ja_short
v30op_repne,0x78,handler,_js_short
v30op_repne,0x79,handler,_jns_short
v30op_repne,0x7a,handler,_jp_short
v30op_repne,0x7b,handler,_jnp_short
v30op_repne,0x7c,handler,_jl_short
v30op_repne,0x7d,handler,_jnl_short
v30op_repne,0x7e,handler,_jle_short
v30op_repne,0x7f,handler,_jnle_short
v30op_repne,0x80,handler,_calc_ea8_i8
v30op_repne,0x81,handler,_calc_ea16_i16
v30op_repne,0x82,handler,_calc_ea8_i8
v30op_repne,0x83,handler,_calc_ea16_i8
v30op_repne,0x84,handler,_test_ea_r8
v30op_repne,0x85,handler,_test_ea_r16
v30op_repne,0x86,handler,_xchg_ea_r8
v30op_repne,0x87,handler,_xchg_ea_r16
v30op_repne,0x88,handler,_mov_ea_r8
v30op_repne,0x89,handler,_mov_ea_r16
v30op_repne,0x8a,handler,_mov_r8_ea
v30op_repne,0x8b,handler,_mov_r16_ea
v30op_repne,0x8c,handler,_mov_ea_seg
v30op_repne,0x8d,handler,_lea_r16_ea
v30op_repne,0x8e,handler,v30mov_seg_ea
v30op_repne,0x8f,handler,_pop_ea
v30op_repne,0x90,handler,_nop
v30op_repne,0x91,handler,_xchg_ax_cx
v30op_repne,0x92,handler,_xchg_ax_dx
v30op_repne,0x93,handler,_xchg_ax_bx
v30op_repne,0x94,handler,_xchg_ax_sp
v30op_repne,0x95,handler,_xchg_ax_bp
v30op_repne,0x96,handler,_xchg_ax_si
v30op_repne,0x97,handler,_xchg_ax_di
v30op_repne,0x98,handler,_cbw
v30op_repne,0x99,handler,_cwd
v30op_repne,0x9a,handler,_call_far
v30op_repne,0x9b,handler,_wait
v30op_repne,0x9c,handler,v30_pushf
v30op_repne,0x9d,handler,v30_popf
v30op_repne,0x9e,handler,_sahf
v30op_repne,0x9f,handler,_lahf
v30op_repne,0xa0,handler,_mov_al_m8
v30op_repne,0xa1,handler,_mov_ax_m16
v30op_repne,0xa2,handler,_mov_m8_al
v30op_repne,0xa3,handler,_mov_m16_ax
v30op_repne,0xa4,handler,i286c_rep_movsb
v30op_repne,0xa5,handler,i286c_rep_movsw
v30op_repne,0xa6,handler,i286c_repne_cmpsb
v30op_repne,0xa7,handler,i286c_repne_cmpsw
v30op_repne,0xa8,handler,_test_al_data8
v30op_repne,0xa9,handler,_test_ax_data16
v30op_repne,0xaa,handler,i286c_rep_stosb
v30op_repne,0xab,handler,i286c_rep_stosw
v30op_repne,0xac,handler,i286c_rep_lodsb
v30op_repne,0xad,handler,i286c_rep_lodsw
v30op_repne,0xae,handler,i286c_repne_scasb
v30op_repne,0xaf,handler,i286c_repne_scasw
v30op_repne,0xb0,handler,_mov_al_imm
v30op_repne,0xb1,handler,_mov_cl_imm
v30op_repne,0xb2,handler,_mov_dl_imm
v30op_repne,0xb3,handler,_mov_bl_imm
v30op_repne,0xb4,handler,_mov_ah_imm
v30op_repne,0xb5,handler,_mov_ch_imm
v30op_repne,0xb6,handler,_mov_dh_imm
v30op_repne,0xb7,handler,_mov_bh_imm
v30op_repne,0xb8,handler,_mov_ax_imm
v30op_repne,0xb9,handler,_mov_cx_imm
v30op_repne,0xba,handler,_mov_dx_imm
v30op_repne,0xbb,handler,_mov_bx_imm
v30op_repne,0xbc,handler,_mov_sp_imm
v30op_repne,0xbd,handler,_mov_bp_imm
v30op_repne,0xbe,handler,_mov_si_imm
v30op_repne,0xbf,handler,_mov_di_imm
v30op_repne,0xc0,handler,v30shift_ea8_data8
v30op_repne,0xc1,handler,v30shift_ea16_data8
v30op_repne,0xc2,handler,_ret_near_data16
v30op_repne,0xc3,handler,_ret_near
v30op_repne,0xc4,handler,_les_r16_ea
v30op_repne,0xc5,handler,_lds_r16_ea
v30op_repne,0xc6,handler,_mov_ea8_data8
v30op_repne,0xc7,handler,_mov_ea16_data16
v30op_repne,0xc8,handler,_enter
v30op_repne,0xc9,handler,fleave
v30op_repne,0xca,handler,_ret_far_data16
v30op_repne,0xcb,handler,_ret_far
v30op_repne,0xcc,handler,_int_03
v30op_repne,0xcd,handler,_int_data8
v30op_repne,0xce,handler,_into
v30op_repne,0xcf,handler,v30_iret
v30op_repne,0xd0,handler,_shift_ea8_1
v30op_repne,0xd1,handler,_shift_ea16_1
v30op_repne,0xd2,handler,v30shift_ea8_cl
v30op_repne,0xd3,handler,v30shift_ea16_cl
v30op_repne,0xd4,handler,v30_aam
v30op_repne,0xd5,handler,v30_aad
v30op_repne,0xd6,handler,v30_xlat
v30op_repne,0xd7,handler,_xlat
v30op_repne,0xd8,handler,_esc
v30op_repne,0xd9,handler,_esc
v30op_repne,0xda,handler,_esc
v30op_repne,0xdb,handler,_esc
v30op_repne,0xdc,handler,_esc
v30op_repne,0xdd,handler,_esc
v30op_repne,0xde,handler,_esc
v30op_repne,0xdf,handler,_esc
v30op_repne,0xe0,handler,_loopnz
v30op_repne,0xe1,handler,_loopz
v30op_repne,0xe2,handler,_loop
v30op_repne,0xe3,handler,_jcxz
v30op_repne,0xe4,handler,_in_al_data8
v30op_repne,0xe5,handler,_in_ax_data8
v30op_repne,0xe6,handler,_out_data8_al
v30op_repne,0xe7,handler,_out_data8_ax
v30op_repne,0xe8,handler,_call_near
v30op_repne,0xe9,handler,_jmp_near
v30op_repne,0xea,handler,_jmp_far
v30op_repne,0xeb,handler,_jmp_short
v30op_repne,0xec,handler,_in_al_dx
v30op_repne,0xed,handler,_in_ax_dx
v30op_repne,0xee,handler,_out_dx_al
v30op_repne,0xef,handler,_out_dx_ax
v30op_repne,0xf0,handler,_lock
v30op_repne,0xf1,handler,_lock
v30op_repne,0xf2,handler,v30_repne
v30op_repne,0xf3,handler,v30_repe
v30op_repne,0xf4,handler,_hlt
v30op_repne,0xf5,handler,_cmc
v30op_repne,0xf6,handler,v30_ope0xf6
v30op_repne,0xf7,handler,v30_ope0xf7
v30op_repne,0xf8,handler,_clc
v30op_repne,0xf9,handler,_stc
v30op_repne,0xfa,handler,_cli
v30op_repne,0xfb,handler,_sti
v30op_repne,0xfc,handler,_cld
v30op_repne,0xfd,handler,_std
v30op_repne,0xfe,handler,_ope0xfe
v30op_repne,0xff,handler,_ope0xff
v30ope0x0f_table,0x00,handler,v30_reserved_0x0f
v30ope0x0f_table,0x01,handler,v30_reserved_0x0f
v30ope0x0f_table,0x02,handler,v30_reserved_0x0f
v30ope0x0f_table,0x03,handler,v30_reserved_0x0f
v30ope0x0f_table,0x04,handler,v30_reserved_0x0f
v30ope0x0f_table,0x05,handler,v30_reserved_0x0f
v30ope0x0f_table,0x06,handler,v30_reserved_0x0f
v30ope0x0f_table,0x07,handler,v30_reserved_0x0f
v30ope0x0f_table,0x08,handler,v30_reserved_0x0f
v30ope0x0f_table,0x09,handler,v30_reserved_0x0f
v30ope0x0f_table,0x0a,handler,v30_reserved_0x0f
v30ope0x0f_table,0x0b,handler,v30_reserved_0x0f
v30ope0x0f_table,0x0c,handler,v30_reserved_0x0f
v30ope0x0f_table,0x0d,handler,v30_reserved_0x0f
v30ope0x0f_table,0x0e,handler,v30_reserved_0x0f
v30ope0x0f_table,0x0f,handler,v30_reserved_0x0f
v30ope0x0f_table,0x10,handler,v30_test1_ea8_cl
v30ope0x0f_table,0x11,handler,v30_test1_ea16_cl
v30ope0x0f_table,0x12,handler,v30_clr1_ea8_cl
v30ope0x0f_table,0x13,handler,v30_reserved_0x0f
v30ope0x0f_table,0x14,handler,v30_set1_ea8_cl
v30ope0x0f_table,0x15,handler,v30_reserved_0x0f
v30ope0x0f_table,0x16,handler,v30_reserved_0x0f
v30ope0x0f_table,0x17,handler,v30_reserved_0x0f
v30ope0x0f_table,0x18,handler,v30_test1_ea8_i3
v30ope0x0f_table,0x19,handler,v30_test1_ea16_i4
v30ope0x0f_table,0x1a,handler,v30_clr1_ea8_i3
v30ope0x0f_table,0x1b,handler,v30_clr1_ea16_i4
v30ope0x0f_table,0x1c,handler,v30_set1_ea8_i3
v30ope0x0f_table,0x1d,handler,v30_set1_ea16_i4
v30ope0x0f_table,0x1e,handler,v30_reserved_0x0f
v30ope0x0f_table,0x1f,handler,v30_reserved_0x0f
v30ope0x0f_table,0x20,handler,v30_add4s
