mode,opcode,subopcode,target,classification,basis
v30op_0f,0x0f,0x97,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x98,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x99,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x9a,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x9b,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x9c,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x9d,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x9e,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0x9f,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa0,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa1,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa2,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa3,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa4,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa5,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa6,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa7,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa8,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xa9,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xaa,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xab,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xac,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xad,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xae,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xaf,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb0,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb1,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb2,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb3,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb4,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb5,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb6,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb7,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb8,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xb9,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xba,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xbb,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xbc,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xbd,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xbe,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xbf,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc0,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc1,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc2,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc3,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc4,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc5,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc6,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc7,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc8,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xc9,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xca,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xcb,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xcc,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xcd,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xce,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xcf,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd0,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd1,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd2,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd3,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd4,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd5,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd6,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd7,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd8,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xd9,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xda,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xdb,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xdc,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xdd,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xde,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xdf,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe0,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe1,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe2,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe3,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe4,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe5,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe6,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe7,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe8,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xe9,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xea,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xeb,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xec,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xed,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xee,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xef,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf0,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf1,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf2,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf3,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf4,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf5,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf6,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf7,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf8,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xf9,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xfa,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xfb,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xfc,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xfd,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xfe,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_0f,0x0f,0xff,v30_reserved_0x0f,known_target_gap,second-byte-resolved
v30op_repc,0x00,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x01,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x02,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x03,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x04,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x05,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x06,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x07,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x08,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x09,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x0a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x0b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x0c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x0d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x0e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x0f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x10,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x11,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x12,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x13,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x14,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x15,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x16,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x17,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x18,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x19,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x1a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x1b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x1c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x1d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x1e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x1f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x20,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x21,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x22,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x23,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x24,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x25,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x26,-,v30repc_segprefix_es,implemented,final-root-target
v30op_repc,0x27,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x28,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x29,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x2a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x2b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x2c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x2d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x2e,-,v30repc_segprefix_cs,implemented,final-root-target
v30op_repc,0x2f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x30,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x31,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x32,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x33,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x34,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x35,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x36,-,v30repc_segprefix_ss,implemented,final-root-target
v30op_repc,0x37,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x38,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x39,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x3a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x3b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x3c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x3d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x3e,-,v30repc_segprefix_ds,implemented,final-root-target
v30op_repc,0x3f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x40,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x41,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x42,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x43,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x44,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x45,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x46,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x47,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x48,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x49,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x4a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x4b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x4c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x4d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x4e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x4f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x50,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x51,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x52,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x53,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x54,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x55,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x56,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x57,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x58,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x59,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x5a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x5b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x5c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x5d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x5e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x5f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x60,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x61,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x62,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x63,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x64,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x65,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x66,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x67,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x68,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x69,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x6a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x6b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x6c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x6d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x6e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x6f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x70,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x71,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x72,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x73,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x74,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x75,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x76,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x77,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x78,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x79,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x7a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x7b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x7c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x7d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x7e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x7f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x80,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x81,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x82,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x83,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x84,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x85,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x86,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x87,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x88,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x89,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x8a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x8b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x8c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x8d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x8e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x8f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x90,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x91,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x92,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x93,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x94,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x95,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x96,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x97,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x98,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x99,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x9a,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x9b,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x9c,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x9d,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x9e,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0x9f,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa0,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa1,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa2,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa3,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa4,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa5,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa6,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa7,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa8,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xa9,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xaa,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xab,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xac,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xad,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xae,-,v30repc_xscasb,implemented,final-root-target
v30op_repc,0xaf,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb0,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb1,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb2,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb3,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb4,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb5,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb6,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb7,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb8,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xb9,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xba,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xbb,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xbc,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xbd,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xbe,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xbf,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc0,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc1,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc2,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc3,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc4,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc5,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc6,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc7,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc8,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xc9,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xca,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xcb,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xcc,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xcd,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xce,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xcf,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd0,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd1,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd2,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd3,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd4,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd5,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd6,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd7,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd8,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xd9,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xda,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xdb,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xdc,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xdd,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xde,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xdf,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe0,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe1,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe2,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe3,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe4,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe5,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe6,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe7,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe8,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xe9,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xea,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xeb,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xec,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xed,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xee,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xef,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf0,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf1,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf2,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf3,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf4,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf5,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf6,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf7,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf8,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xf9,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xfa,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xfb,-,v30_reserved_repc,known_target_gap,final-root-target
v30op_repc,0xfc,-,v30_reserved_repc,known_target_gap,final-root-target
